"","gender","age_group","education","unemployed","have_partner","depressed","children_presence","housing_financial_difficulties","selfrated_health","critical_job","weight"
"2146","f","_1","middle","no","yes","yes","no","no","poor","yes",5.34237375752844e-05
"2147","m","_2","middle","no","yes","yes","no","no","poor","yes",6.81787859777247e-05
"2148","f","_2","middle","no","yes","yes","no","no","poor","yes",0.000142586675033807
"2149","m","_3","middle","no","yes","yes","no","no","poor","yes",0.000105131540124933
"2150","f","_3","middle","no","yes","yes","no","no","poor","yes",0.000238727002487963
"2151","m","_4","middle","no","yes","yes","no","no","poor","yes",3.78335701715376e-05
"2152","f","_4","middle","no","yes","yes","no","no","poor","yes",5.99488720797621e-05
"2153","m","_1","high","no","yes","yes","no","no","poor","yes",7.88871515736421e-05
"2154","f","_1","high","no","yes","yes","no","no","poor","yes",0.000163103907027479
"2155","m","_2","high","no","yes","yes","no","no","poor","yes",0.000152265452596727
"2156","f","_2","high","no","yes","yes","no","no","poor","yes",0.000273879819795086
"2157","m","_3","high","no","yes","yes","no","no","poor","yes",0.000173693574975292
"2158","f","_3","high","no","yes","yes","no","no","poor","yes",0.00033921984378823
"2159","m","_4","high","no","yes","yes","no","no","poor","yes",7.8568620998134e-05
"2160","f","_4","high","no","yes","yes","no","no","poor","yes",0.00010707345070775
"2161","m","_1","low","yes","no","yes","no","no","poor","yes",0.000334842762843403
"2162","f","_1","low","yes","no","yes","no","no","poor","yes",0.000420066032300729
"2163","m","_2","low","yes","no","yes","no","no","poor","yes",0.00756427384620275
"2164","f","_2","low","yes","no","yes","no","no","poor","yes",0.00825552044722028
"2165","m","_3","low","yes","no","yes","no","no","poor","yes",0.0201671066593099
"2166","f","_3","low","yes","no","yes","no","no","poor","yes",0.0238978950594712
"2167","m","_4","low","yes","no","yes","no","no","poor","yes",0.00757616539606119
"2168","f","_4","low","yes","no","yes","no","no","poor","yes",0.00626470570836843
"2169","m","_1","middle","yes","no","yes","no","no","poor","yes",0.00495134416697604
"2170","f","_1","middle","yes","no","yes","no","no","poor","yes",0.00921625170703949
"2171","m","_2","middle","yes","no","yes","no","no","poor","yes",0.0352899447477144
"2172","f","_2","middle","yes","no","yes","no","no","poor","yes",0.0571455947442645
"2173","m","_3","middle","yes","no","yes","no","no","poor","yes",0.0554346572086266
"2174","f","_3","middle","yes","no","yes","no","no","poor","yes",0.0974657401402252
"2175","m","_4","middle","yes","no","yes","no","no","poor","yes",0.014975521319606
"2176","f","_4","middle","yes","no","yes","no","no","poor","yes",0.0183733243187064
"2177","m","_1","high","yes","no","yes","no","no","poor","yes",0.00844297847545895
"2178","f","_1","high","yes","no","yes","no","no","poor","yes",0.0135162392906645
"2179","m","_2","high","yes","no","yes","no","no","poor","yes",0.0378594709668223
"2180","f","_2","high","yes","no","yes","no","no","poor","yes",0.0527272713647957
"2181","m","_3","high","yes","no","yes","no","no","poor","yes",0.0439950223031697
"2182","f","_3","high","yes","no","yes","no","no","poor","yes",0.0665277963994889
"2183","m","_4","high","yes","no","yes","no","no","poor","yes",0.014939126456894
"2184","f","_4","high","yes","no","yes","no","no","poor","yes",0.0157637657429627
"2185","m","_1","low","no","no","yes","no","no","poor","yes",1.06161627813852e-05
"2186","f","_1","low","no","no","yes","no","no","poor","yes",1.21394523132994e-05
"2187","m","_2","low","no","no","yes","no","no","poor","yes",0.000154259719555065
"2188","f","_2","low","no","no","yes","no","no","poor","yes",0.000153456266610174
"2189","m","_3","low","no","no","yes","no","no","poor","yes",0.000380062347254369
"2190","f","_3","low","no","no","yes","no","no","poor","yes",0.000410511924612251
"2191","m","_4","low","no","no","yes","no","no","poor","yes",0.000198262801070232
"2192","f","_4","low","no","no","yes","no","no","poor","yes",0.000149433284105245
"2193","m","_1","middle","no","no","yes","no","no","poor","yes",0.000196799891153223
"2194","f","_1","middle","no","no","yes","no","no","poor","yes",0.000333895789454342
"2195","m","_2","middle","no","no","yes","no","no","poor","yes",0.000902217733784529
"2196","f","_2","middle","no","no","yes","no","no","poor","yes",0.0013316742871625
"2197","m","_3","middle","no","no","yes","no","no","poor","yes",0.00130968756404424
"2198","f","_3","middle","no","no","yes","no","no","poor","yes",0.00209890701411295
"2199","m","_4","middle","no","no","yes","no","no","poor","yes",0.00049130233312486
"2200","f","_4","middle","no","no","yes","no","no","poor","yes",0.000549426362998875
"2201","m","_1","high","no","no","yes","no","no","poor","yes",0.0004736022098065
"2202","f","_1","high","no","no","yes","no","no","poor","yes",0.000691080734675001
"2203","m","_2","high","no","no","yes","no","no","poor","yes",0.00136600164107976
"2204","f","_2","high","no","no","yes","no","no","poor","yes",0.00173407091335586
"2205","m","_3","high","no","no","yes","no","no","poor","yes",0.00146691915247422
"2206","f","_3","high","no","no","yes","no","no","poor","yes",0.00202190455920959
"2207","m","_4","high","no","no","yes","no","no","poor","yes",0.000691685034956507
"2208","f","_4","high","no","no","yes","no","no","poor","yes",0.000665270130507544
"2209","m","_1","low","yes","yes","no","no","no","poor","yes",0.00540528090888456
"2210","f","_1","low","yes","yes","no","no","no","poor","yes",0.00693627501109482
"2211","m","_2","low","yes","yes","no","no","no","poor","yes",0.0663671174013783
"2212","f","_2","low","yes","yes","no","no","no","poor","yes",0.0740903346076807
"2213","m","_3","low","yes","yes","no","no","no","poor","yes",0.123906584695304
"2214","f","_3","low","yes","yes","no","no","no","poor","yes",0.150190280339296
"2215","m","_4","low","yes","yes","no","no","no","poor","yes",0.0560024613124036
"2216","f","_4","low","yes","yes","no","no","no","poor","yes",0.047368510519523
"2217","m","_1","middle","yes","yes","no","no","no","poor","yes",0.028849243420445
"2218","f","_1","middle","yes","yes","no","no","no","poor","yes",0.0549284099441125
"2219","m","_2","middle","yes","yes","no","no","no","poor","yes",0.111755949069431
"2220","f","_2","middle","yes","yes","no","no","no","poor","yes",0.18511167757893
"2221","m","_3","middle","yes","yes","no","no","no","poor","yes",0.122932331514977
"2222","f","_3","middle","yes","yes","no","no","no","poor","yes",0.221089503394492
"2223","m","_4","middle","yes","yes","no","no","no","poor","yes",0.0399552247643669
"2224","f","_4","middle","yes","yes","no","no","no","poor","yes",0.0501430511064559
"2225","m","_1","high","yes","yes","no","no","no","poor","yes",0.152410505478623
"2226","f","_1","high","yes","yes","no","no","no","poor","yes",0.249578103466858
"2227","m","_2","high","yes","yes","no","no","no","poor","yes",0.371451504752609
"2228","f","_2","high","yes","yes","no","no","no","poor","yes",0.529168842694581
"2229","m","_3","high","yes","yes","no","no","no","poor","yes",0.302270805027357
"2230","f","_3","high","yes","yes","no","no","no","poor","yes",0.467549057590945
"2231","m","_4","high","yes","yes","no","no","no","poor","yes",0.12348799524627
"2232","f","_4","high","yes","yes","no","no","no","poor","yes",0.133287952326202
"2233","m","_1","low","no","yes","no","no","no","poor","yes",0.000465608623543842
"2234","f","_1","low","no","yes","no","no","no","poor","yes",0.000544607887106904
"2235","m","_2","low","no","yes","no","no","no","poor","yes",0.00367717537672662
"2236","f","_2","low","no","yes","no","no","no","poor","yes",0.00374177630923725
"2237","m","_3","low","no","yes","no","no","no","poor","yes",0.00634427108183057
"2238","f","_3","low","no","yes","no","no","no","poor","yes",0.00700945172947087
"2239","m","_4","low","no","yes","no","no","no","poor","yes",0.00398175926362691
"2240","f","_4","low","no","yes","no","no","no","poor","yes",0.00306981701929994
"2241","m","_1","middle","no","yes","no","no","no","poor","yes",0.00311538884808756
"2242","f","_1","middle","no","yes","no","no","no","poor","yes",0.0054066684262281
"2243","m","_2","middle","no","yes","no","no","no","poor","yes",0.00776259853470005
"2244","f","_2","middle","no","yes","no","no","no","poor","yes",0.0117199340499339
"2245","m","_3","middle","no","yes","no","no","no","poor","yes",0.00789093652493611
"2246","f","_3","middle","no","yes","no","no","no","poor","yes",0.0129355658752653
"2247","m","_4","middle","no","yes","no","no","no","poor","yes",0.00356136551369468
"2248","f","_4","middle","no","yes","no","no","no","poor","yes",0.00407388348260634
"2249","m","_1","high","no","yes","no","no","no","poor","yes",0.0232278512146116
"2250","f","_1","high","no","yes","no","no","no","poor","yes",0.0346701314773369
"2251","m","_2","high","no","yes","no","no","no","poor","yes",0.036412868784157
"2252","f","_2","high","no","yes","no","no","no","poor","yes",0.047282661605244
"2253","m","_3","high","no","yes","no","no","no","poor","yes",0.0273826158250929
"2254","f","_3","high","no","yes","no","no","no","poor","yes",0.0386065321786742
"2255","m","_4","high","no","yes","no","no","no","poor","yes",0.0155340253749511
"2256","f","_4","high","no","yes","no","no","no","poor","yes",0.015282874347481
"2257","m","_1","low","yes","no","no","no","no","poor","yes",0.0274434001736464
"2258","f","_1","low","yes","no","no","no","no","poor","yes",0.0248543797824339
"2259","m","_2","low","yes","no","no","no","no","poor","yes",0.503518002475538
"2260","f","_2","low","yes","no","no","no","no","poor","yes",0.396716789581112
"2261","m","_3","low","yes","no","no","no","no","poor","yes",0.884970952104739
"2262","f","_3","low","yes","no","no","no","no","poor","yes",0.75706546268992
"2263","m","_4","low","yes","no","no","no","no","poor","yes",0.416944805968337
"2264","f","_4","low","yes","no","no","no","no","poor","yes",0.248896138562476
"2265","m","_1","middle","yes","no","no","no","no","poor","yes",0.256394518696112
"2266","f","_1","middle","yes","no","no","no","no","poor","yes",0.344531006140798
"2267","m","_2","middle","yes","no","no","no","no","poor","yes",1.48418267461427
"2268","f","_2","middle","yes","no","no","no","no","poor","yes",1.73503204345015
"2269","m","_3","middle","yes","no","no","no","no","poor","yes",1.5369346667703
"2270","f","_3","middle","yes","no","no","no","no","poor","yes",1.95080737647737
"2271","m","_4","middle","yes","no","no","no","no","poor","yes",0.520714522516573
"2272","f","_4","middle","yes","no","no","no","no","poor","yes",0.461204828326891
"2273","m","_1","high","yes","no","no","no","no","poor","yes",0.918283877881691
"2274","f","_1","high","yes","no","no","no","no","poor","yes",1.06126908453645
"2275","m","_2","high","yes","no","no","no","no","poor","yes",3.34431037679689
"2276","f","_2","high","yes","no","no","no","no","poor","yes",3.36244892581956
"2277","m","_3","high","yes","no","no","no","no","poor","yes",2.56196527262816
"2278","f","_3","high","yes","no","no","no","no","poor","yes",2.79679863310099
"2279","m","_4","high","yes","no","no","no","no","poor","yes",1.09103479209387
"2280","f","_4","high","yes","no","no","no","no","poor","yes",0.831116171550506
"2281","m","_1","low","no","no","no","no","no","poor","yes",0.00135896919512102
"2282","f","_1","low","no","no","no","no","no","poor","yes",0.00112183633040628
"2283","m","_2","low","no","no","no","no","no","poor","yes",0.0160378201375621
"2284","f","_2","low","no","no","no","no","no","poor","yes",0.0115177008148612
"2285","m","_3","low","no","no","no","no","no","poor","yes",0.0260486552742671
"2286","f","_3","low","no","no","no","no","no","poor","yes",0.020311621873156
"2287","m","_4","low","no","no","no","no","no","poor","yes",0.0170417974788807
"2288","f","_4","low","no","no","no","no","no","poor","yes",0.009272778100285
"2289","m","_1","middle","no","no","no","no","no","poor","yes",0.0159167911107248
"2290","f","_1","middle","no","no","no","no","no","poor","yes",0.0194953020832342
"2291","m","_2","middle","no","no","no","no","no","poor","yes",0.0592642482596324
"2292","f","_2","middle","no","no","no","no","no","poor","yes",0.0631491920807885
"2293","m","_3","middle","no","no","no","no","no","poor","yes",0.0567135438051146
"2294","f","_3","middle","no","no","no","no","no","poor","yes",0.0656146239814333
"2295","m","_4","middle","no","no","no","no","no","poor","yes",0.0266815839848073
"2296","f","_4","middle","no","no","no","no","no","poor","yes",0.0215407410477281
"2297","m","_1","high","no","no","no","no","no","poor","yes",0.080452591712959
"2298","f","_1","high","no","no","no","no","no","poor","yes",0.0847507341594091
"2299","m","_2","high","no","no","no","no","no","poor","yes",0.188463953794364
"2300","f","_2","high","no","no","no","no","no","poor","yes",0.172715889754678
"2301","m","_3","high","no","no","no","no","no","poor","yes",0.133419993993042
"2302","f","_3","high","no","no","no","no","no","poor","yes",0.132758932979164
"2303","m","_4","high","no","no","no","no","no","poor","yes",0.0788981495610775
"2304","f","_4","high","no","no","no","no","no","poor","yes",0.0547828758025453
"2305","m","_1","low","yes","yes","yes","yes","yes","good","no",0.000310880473510953
"2306","f","_1","low","yes","yes","yes","yes","yes","good","no",0.0006193043840474
"2307","m","_2","low","yes","yes","yes","yes","yes","good","no",0.00841124009117956
"2308","f","_2","low","yes","yes","yes","yes","yes","good","no",0.0145771057936645
"2309","m","_3","low","yes","yes","yes","yes","yes","good","no",0.0337958034756349
"2310","f","_3","low","yes","yes","yes","yes","yes","good","no",0.0635935240498789
"2311","m","_4","low","yes","yes","yes","yes","yes","good","no",0.00734032890402868
"2312","f","_4","low","yes","yes","yes","yes","yes","good","no",0.00963830818785601
"2313","m","_1","middle","yes","yes","yes","yes","yes","good","no",0.00650616475634409
"2314","f","_1","middle","yes","yes","yes","yes","yes","good","no",0.0192304891276186
"2315","m","_2","middle","yes","yes","yes","yes","yes","good","no",0.0555383762955781
"2316","f","_2","middle","yes","yes","yes","yes","yes","good","no",0.142810131461633
"2317","m","_3","middle","yes","yes","yes","yes","yes","good","no",0.131477052931127
"2318","f","_3","middle","yes","yes","yes","yes","yes","good","no",0.367074859468141
"2319","m","_4","middle","yes","yes","yes","yes","yes","good","no",0.0205351290418004
"2320","f","_4","middle","yes","yes","yes","yes","yes","good","no",0.040007120038312
"2321","m","_1","high","yes","yes","yes","yes","yes","good","no",0.0158159774734748
"2322","f","_1","high","yes","yes","yes","yes","yes","good","no",0.0402059463863226
"2323","m","_2","high","yes","yes","yes","yes","yes","good","no",0.0849405669223758
"2324","f","_2","high","yes","yes","yes","yes","yes","good","no",0.187849469580008
"2325","m","_3","high","yes","yes","yes","yes","yes","good","no",0.148754650064831
"2326","f","_3","high","yes","yes","yes","yes","yes","good","no",0.357194043965793
"2327","m","_4","high","yes","yes","yes","yes","yes","good","no",0.0292037824148654
"2328","f","_4","high","yes","yes","yes","yes","yes","good","no",0.0489336864226374
"2329","m","_1","low","no","yes","yes","yes","yes","good","no",8.5325307424758e-06
"2330","f","_1","low","no","yes","yes","yes","yes","good","no",1.54932827832302e-05
"2331","m","_2","low","no","yes","yes","yes","yes","good","no",0.000148492010947192
"2332","f","_2","low","no","yes","yes","yes","yes","good","no",0.00023456825715491
"2333","m","_3","low","no","yes","yes","yes","yes","good","no",0.000551355602073444
"2334","f","_3","low","no","yes","yes","yes","yes","good","no",0.000945663842576733
"2335","m","_4","low","no","yes","yes","yes","yes","good","no",0.000166289594816725
"2336","f","_4","low","no","yes","yes","yes","yes","good","no",0.000199023903636203
"2337","m","_1","middle","no","yes","yes","yes","yes","good","no",0.000223864154984493
"2338","f","_1","middle","no","yes","yes","yes","yes","good","no",0.000603121361041463
"2339","m","_2","middle","no","yes","yes","yes","yes","good","no",0.00122916822283149
"2340","f","_2","middle","no","yes","yes","yes","yes","good","no",0.00288092558627523
"2341","m","_3","middle","no","yes","yes","yes","yes","good","no",0.00268902018823894
"2342","f","_3","middle","no","yes","yes","yes","yes","good","no",0.00684311155027357
"2343","m","_4","middle","no","yes","yes","yes","yes","good","no",0.000583206126655346
"2344","f","_4","middle","no","yes","yes","yes","yes","good","no",0.00103565905578536
"2345","m","_1","high","no","yes","yes","yes","yes","good","no",0.00076801878104638
"2346","f","_1","high","no","yes","yes","yes","yes","good","no",0.0017795941447039
"2347","m","_2","high","no","yes","yes","yes","yes","good","no",0.00265307544403693
"2348","f","_2","high","no","yes","yes","yes","yes","good","no",0.00534809722801903
"2349","m","_3","high","no","yes","yes","yes","yes","good","no",0.00429369263248034
"2350","f","_3","high","no","yes","yes","yes","yes","good","no",0.00939765475642237
"2351","m","_4","high","no","yes","yes","yes","yes","good","no",0.00117052325048065
"2352","f","_4","high","no","yes","yes","yes","yes","good","no",0.00178773750596684
"2353","m","_1","low","yes","no","yes","yes","yes","good","no",0.000309773231862828
"2354","f","_1","low","yes","no","yes","yes","yes","good","no",0.000435523479502882
"2355","m","_2","low","yes","no","yes","yes","yes","good","no",0.0125242829293916
"2356","f","_2","low","yes","no","yes","yes","yes","good","no",0.0153186721950651
"2357","m","_3","low","yes","no","yes","yes","yes","good","no",0.0473727065304541
"2358","f","_3","low","yes","no","yes","yes","yes","good","no",0.0629122606070125
"2359","m","_4","low","yes","no","yes","yes","yes","good","no",0.0107255054015679
"2360","f","_4","low","yes","no","yes","yes","yes","good","no",0.00993939686099432
"2361","m","_1","middle","yes","no","yes","yes","yes","good","no",0.0113482829986333
"2362","f","_1","middle","yes","no","yes","yes","yes","good","no",0.0236729514925481
"2363","m","_2","middle","yes","no","yes","yes","yes","good","no",0.14475736785713
"2364","f","_2","middle","yes","no","yes","yes","yes","good","no",0.262702069903772
"2365","m","_3","middle","yes","no","yes","yes","yes","good","no",0.322604217929937
"2366","f","_3","middle","yes","no","yes","yes","yes","good","no",0.635669974925321
"2367","m","_4","middle","yes","no","yes","yes","yes","good","no",0.0525235825289387
"2368","f","_4","middle","yes","no","yes","yes","yes","good","no",0.072218950119139
"2369","m","_1","high","yes","no","yes","yes","yes","good","no",0.0187020358998221
"2370","f","_1","high","yes","no","yes","yes","yes","good","no",0.0335536766169657
"2371","m","_2","high","yes","no","yes","yes","yes","good","no",0.150089531551366
"2372","f","_2","high","yes","no","yes","yes","yes","good","no",0.23426218879521
"2373","m","_3","high","yes","no","yes","yes","yes","good","no",0.247444827006507
"2374","f","_3","high","yes","no","yes","yes","yes","good","no",0.419342629219522
"2375","m","_4","high","yes","no","yes","yes","yes","good","no",0.0506388409066472
"2376","f","_4","high","yes","no","yes","yes","yes","good","no",0.0598838293026927
"2377","m","_1","low","no","no","yes","yes","yes","good","no",4.88761795110957e-06
"2378","f","_1","low","no","no","yes","yes","yes","good","no",6.26353940502727e-06
"2379","m","_2","low","no","no","yes","yes","yes","good","no",0.000127105656014814
"2380","f","_2","low","no","no","yes","yes","yes","good","no",0.000141705923785209
"2381","m","_3","low","no","no","yes","yes","yes","good","no",0.000444289613904135
"2382","f","_3","low","no","no","yes","yes","yes","good","no",0.000537809079955008
"2383","m","_4","low","no","no","yes","yes","yes","good","no",0.000139680656763218
"2384","f","_4","low","no","no","yes","yes","yes","good","no",0.000117986796679026
"2385","m","_1","middle","no","no","yes","yes","yes","good","no",0.000224470155974125
"2386","f","_1","middle","no","no","yes","yes","yes","good","no",0.00042681112933848
"2387","m","_2","middle","no","no","yes","yes","yes","good","no",0.00184173766792857
"2388","f","_2","middle","no","no","yes","yes","yes","good","no",0.00304653003401522
"2389","m","_3","middle","no","no","yes","yes","yes","good","no",0.00379300216674439
"2390","f","_3","middle","no","no","yes","yes","yes","good","no",0.00681239190738152
"2391","m","_4","middle","no","no","yes","yes","yes","good","no",0.000857527249871085
"2392","f","_4","middle","no","no","yes","yes","yes","good","no",0.00107473065289534
"2393","m","_1","high","no","no","yes","yes","yes","good","no",0.000522075888656569
"2394","f","_1","high","no","no","yes","yes","yes","good","no",0.0008537677404467
"2395","m","_2","high","no","no","yes","yes","yes","good","no",0.00269496912622023
"2396","f","_2","high","no","no","yes","yes","yes","good","no",0.00383407377421661
"2397","m","_3","high","no","no","yes","yes","yes","good","no",0.00410589394848009
"2398","f","_3","high","no","no","yes","yes","yes","good","no",0.0063423943105059
"2399","m","_4","high","no","no","yes","yes","yes","good","no",0.00116679254189204
"2400","f","_4","high","no","no","yes","yes","yes","good","no",0.00125769208609186
"2401","m","_1","low","yes","yes","no","yes","yes","good","no",0.0141829189634686
"2402","f","_1","low","yes","yes","no","yes","yes","good","no",0.0203969248073964
"2403","m","_2","low","yes","yes","no","yes","yes","good","no",0.311661362049051
"2404","f","_2","low","yes","yes","no","yes","yes","good","no",0.389926367639198
"2405","m","_3","low","yes","yes","no","yes","yes","good","no",0.825511963738381
"2406","f","_3","low","yes","yes","no","yes","yes","good","no",1.12140335632342
"2407","m","_4","low","yes","yes","no","yes","yes","good","no",0.224863939989605
"2408","f","_4","low","yes","yes","no","yes","yes","good","no",0.213153990934611
"2409","m","_1","middle","yes","yes","no","yes","yes","good","no",0.187536520123588
"2410","f","_1","middle","yes","yes","no","yes","yes","good","no",0.400165359239042
"2411","m","_2","middle","yes","yes","no","yes","yes","good","no",1.3001837472416
"2412","f","_2","middle","yes","yes","no","yes","yes","good","no",2.41356465298865
"2413","m","_3","middle","yes","yes","no","yes","yes","good","no",2.02908002722231
"2414","f","_3","middle","yes","yes","no","yes","yes","good","no",4.08970723868955
"2415","m","_4","middle","yes","yes","no","yes","yes","good","no",0.397457184424396
"2416","f","_4","middle","yes","yes","no","yes","yes","good","no",0.559008701877903
"2417","m","_1","high","yes","yes","no","yes","yes","good","no",0.957530221948979
"2418","f","_1","high","yes","yes","no","yes","yes","good","no",1.75725628561426
"2419","m","_2","high","yes","yes","no","yes","yes","good","no",4.17659501385859
"2420","f","_2","high","yes","yes","no","yes","yes","good","no",6.66815286386108
"2421","m","_3","high","yes","yes","no","yes","yes","good","no",4.82186916327732
"2422","f","_3","high","yes","yes","no","yes","yes","good","no",8.3586750839557
"2423","m","_4","high","yes","yes","no","yes","yes","good","no",1.1872103541107
"2424","f","_4","high","yes","yes","no","yes","yes","good","no",1.43610062072088
"2425","m","_1","low","no","yes","no","yes","yes","good","no",0.00060798810129339
"2426","f","_1","low","no","yes","no","yes","yes","good","no",0.000796982948393135
"2427","m","_2","low","no","yes","no","yes","yes","good","no",0.00859351946132787
"2428","f","_2","low","no","yes","no","yes","yes","good","no",0.00979998883553976
"2429","m","_3","low","no","yes","no","yes","yes","good","no",0.0210347535841759
"2430","f","_3","low","no","yes","no","yes","yes","good","no",0.0260453852109472
"2431","m","_4","low","no","yes","no","yes","yes","good","no",0.00795635976326577
"2432","f","_4","low","no","yes","no","yes","yes","good","no",0.00687452888767068
"2433","m","_1","middle","no","yes","no","yes","yes","good","no",0.0100783723135276
"2434","f","_1","middle","no","yes","no","yes","yes","good","no",0.0196019335192112
"2435","m","_2","middle","no","yes","no","yes","yes","good","no",0.0449436065372075
"2436","f","_2","middle","no","yes","no","yes","yes","good","no",0.0760461094280709
"2437","m","_3","middle","no","yes","no","yes","yes","good","no",0.0648169094509549
"2438","f","_3","middle","no","yes","no","yes","yes","good","no",0.119079290954542
"2439","m","_4","middle","no","yes","no","yes","yes","good","no",0.0176303134841425
"2440","f","_4","middle","no","yes","no","yes","yes","good","no",0.02260180520653
"2441","m","_1","high","no","yes","no","yes","yes","good","no",0.072622857697668
"2442","f","_1","high","no","yes","no","yes","yes","good","no",0.121481690245167
"2443","m","_2","high","no","yes","no","yes","yes","good","no",0.203751986589395
"2444","f","_2","high","no","yes","no","yes","yes","good","no",0.296510385684692
"2445","m","_3","high","no","yes","no","yes","yes","good","no",0.217380640867968
"2446","f","_3","high","no","yes","no","yes","yes","good","no",0.343477080543316
"2447","m","_4","high","no","yes","no","yes","yes","good","no",0.0743213616311153
"2448","f","_4","high","no","yes","no","yes","yes","good","no",0.0819456167756779
"2449","m","_1","low","yes","no","no","yes","yes","good","no",0.0081534163890133
"2450","f","_1","low","yes","no","no","yes","yes","good","no",0.00827552723318398
"2451","m","_2","low","yes","no","no","yes","yes","good","no",0.267731433352296
"2452","f","_2","low","yes","no","no","yes","yes","good","no",0.236404630907826
"2453","m","_3","low","yes","no","no","yes","yes","good","no",0.667593888065507
"2454","f","_3","low","yes","no","no","yes","yes","good","no",0.640041020106159
"2455","m","_4","low","yes","no","no","yes","yes","good","no",0.189559528692465
"2456","f","_4","low","yes","no","no","yes","yes","good","no",0.126816642087204
"2457","m","_1","middle","yes","no","no","yes","yes","good","no",0.188718515791497
"2458","f","_1","middle","yes","no","no","yes","yes","good","no",0.284200689188237
"2459","m","_2","middle","yes","no","no","yes","yes","good","no",1.95513067831249
"2460","f","_2","middle","yes","no","no","yes","yes","good","no",2.5614564192906
"2461","m","_3","middle","yes","no","no","yes","yes","good","no",2.87238609082764
"2462","f","_3","middle","yes","no","no","yes","yes","good","no",4.08594800720144
"2463","m","_4","middle","yes","no","no","yes","yes","good","no",0.586503778905583
"2464","f","_4","middle","yes","no","no","yes","yes","good","no",0.582178292798551
"2465","m","_1","high","yes","no","no","yes","yes","good","no",0.653234174708208
"2466","f","_1","high","yes","no","no","yes","yes","good","no",0.8460742727137
"2467","m","_2","high","yes","no","no","yes","yes","good","no",4.25775993474999
"2468","f","_2","high","yes","no","no","yes","yes","good","no",4.7975701018783
"2469","m","_3","high","yes","no","no","yes","yes","good","no",4.62750406484559
"2470","f","_3","high","yes","no","no","yes","yes","good","no",5.66142564022543
"2471","m","_4","high","yes","no","no","yes","yes","good","no",1.18767027315854
"2472","f","_4","high","yes","no","no","yes","yes","good","no",1.01393486651563
"2473","m","_1","low","no","no","no","yes","yes","good","no",0.000200926874151932
"2474","f","_1","low","no","no","no","yes","yes","good","no",0.000185886972603507
"2475","m","_2","low","no","no","no","yes","yes","good","no",0.00424381468287538
"2476","f","_2","low","no","no","no","yes","yes","good","no",0.00341560707096392
"2477","m","_3","low","no","no","no","yes","yes","good","no",0.00977902049988499
"2478","f","_3","low","no","no","no","yes","yes","good","no",0.0085456615694878
"2479","m","_4","low","no","no","no","yes","yes","good","no",0.0038557526359592
"2480","f","_4","low","no","no","no","yes","yes","good","no",0.00235122759314157
"2481","m","_1","middle","no","no","no","yes","yes","good","no",0.0058302611022806
"2482","f","_1","middle","no","no","no","yes","yes","good","no",0.00800301250359385
"2483","m","_2","middle","no","no","no","yes","yes","good","no",0.0388515119689282
"2484","f","_2","middle","no","no","no","yes","yes","good","no",0.0463952994223438
"2485","m","_3","middle","no","no","no","yes","yes","good","no",0.0527473816046469
"2486","f","_3","middle","no","no","no","yes","yes","good","no",0.0683920786216391
"2487","m","_4","middle","no","no","no","yes","yes","good","no",0.0149557929810584
"2488","f","_4","middle","no","no","no","yes","yes","good","no",0.0135316113265255
"2489","m","_1","high","no","no","no","yes","yes","good","no",0.0284812265825985
"2490","f","_1","high","no","no","no","yes","yes","good","no",0.0336242926727942
"2491","m","_2","high","no","no","no","yes","yes","good","no",0.119406949791823
"2492","f","_2","high","no","no","no","yes","yes","good","no",0.122637881381888
"2493","m","_3","high","no","no","no","yes","yes","good","no",0.119928167885724
"2494","f","_3","high","no","no","no","yes","yes","good","no",0.133738076924564
"2495","m","_4","high","no","no","no","yes","yes","good","no",0.0427416039729284
"2496","f","_4","high","no","no","no","yes","yes","good","no",0.0332598176212971
"2497","m","_1","low","yes","yes","yes","no","yes","good","no",0.00190424574863734
"2498","f","_1","low","yes","yes","yes","no","yes","good","no",0.00482810765744497
"2499","m","_2","low","yes","yes","yes","no","yes","good","no",0.00432958804867922
"2500","f","_2","low","yes","yes","yes","no","yes","good","no",0.00954994990019478
"2501","m","_3","low","yes","yes","yes","no","yes","good","no",0.00806221024650338
"2502","f","_3","low","yes","yes","yes","no","yes","good","no",0.0193084528879218
"2503","m","_4","low","yes","yes","yes","no","yes","good","no",0.00189614509458437
"2504","f","_4","low","yes","yes","yes","no","yes","good","no",0.00316883843304058
"2505","m","_1","middle","yes","yes","yes","no","yes","good","no",0.0330548616952708
"2506","f","_1","middle","yes","yes","yes","no","yes","good","no",0.124349447332776
"2507","m","_2","middle","yes","yes","yes","no","yes","good","no",0.0237115783071407
"2508","f","_2","middle","yes","yes","yes","no","yes","good","no",0.0776013978123476
"2509","m","_3","middle","yes","yes","yes","no","yes","good","no",0.0260148928785989
"2510","f","_3","middle","yes","yes","yes","no","yes","good","no",0.0924421342180537
"2511","m","_4","middle","yes","yes","yes","no","yes","good","no",0.00439981302110484
"2512","f","_4","middle","yes","yes","yes","no","yes","good","no",0.0109098132056944
"2513","m","_1","high","yes","yes","yes","no","yes","good","no",0.143337345081885
"2514","f","_1","high","yes","yes","yes","no","yes","good","no",0.4637638030098
"2515","m","_2","high","yes","yes","yes","no","yes","good","no",0.0646897496112119
"2516","f","_2","high","yes","yes","yes","no","yes","good","no",0.182084731099455
